component_id,component_layer,file_path,route_family,has_activation_triggers,has_input_contract,has_output_contract,has_upstream_pointer,has_downstream_pointer,has_quality_gate,has_fallback,has_validator_binding,has_lineage_fields,has_provider_boundary,depth_status,production_risk
M-134_Psychological_Hook_Engine,skill,skills/swarm_expansion/M-134-psychological-hook-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-135-click-urgency-generator,skill,skills/swarm_expansion/M-135-click-urgency-generator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-135_Click_Urgency_Generator,skill,skills/swarm_expansion/M-135-click-urgency-generator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-136-ctr-stress-tester,skill,skills/swarm_expansion/M-136-ctr-stress-tester.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-136_Ctr_Stress_Tester,skill,skills/swarm_expansion/M-136-ctr-stress-tester.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-137-thumbnail-emotion-optimizer,skill,skills/swarm_expansion/M-137-thumbnail-emotion-optimizer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-137_Thumbnail_Emotion_Optimizer,skill,skills/swarm_expansion/M-137-thumbnail-emotion-optimizer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-138-viral-probability-engine,skill,skills/swarm_expansion/M-138-viral-probability-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-138_Viral_Probability_Engine,skill,skills/swarm_expansion/M-138-viral-probability-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-139-viral-acceleration-engine,skill,skills/swarm_expansion/M-139-viral-acceleration-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-139_Viral_Acceleration_Engine,skill,skills/swarm_expansion/M-139-viral-acceleration-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-140-shareability-optimizer,skill,skills/swarm_expansion/M-140-shareability-optimizer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-140_Shareability_Optimizer,skill,skills/swarm_expansion/M-140-shareability-optimizer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-141-community-trigger-engine,skill,skills/swarm_expansion/M-141-community-trigger-engine.py,UNKNOWN,true,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-141_Community_Trigger_Engine,skill,skills/swarm_expansion/M-141-community-trigger-engine.skill.md,script,true,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-142-comment-magnet-engine,skill,skills/swarm_expansion/M-142-comment-magnet-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-142_Comment_Magnet_Engine,skill,skills/swarm_expansion/M-142-comment-magnet-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-143-discussion-amplifier,skill,skills/swarm_expansion/M-143-discussion-amplifier.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-143_Discussion_Amplifier,skill,skills/swarm_expansion/M-143-discussion-amplifier.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-144-engagement-momentum-engine,skill,skills/swarm_expansion/M-144-engagement-momentum-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-144_Engagement_Momentum_Engine,skill,skills/swarm_expansion/M-144-engagement-momentum-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-145-algorithm-boost-detector,skill,skills/swarm_expansion/M-145-algorithm-boost-detector.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-145_Algorithm_Boost_Detector,skill,skills/swarm_expansion/M-145-algorithm-boost-detector.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-146-viral-surge-manager,skill,skills/swarm_expansion/M-146-viral-surge-manager.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-146_Viral_Surge_Manager,skill,skills/swarm_expansion/M-146-viral-surge-manager.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-147-content-amplification-engine,skill,skills/swarm_expansion/M-147-content-amplification-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-147_Content_Amplification_Engine,skill,skills/swarm_expansion/M-147-content-amplification-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-148-channel-authority-builder,skill,skills/swarm_expansion/M-148-channel-authority-builder.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-148_Channel_Authority_Builder,skill,skills/swarm_expansion/M-148-channel-authority-builder.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-149-algorithm-trust-engine,skill,skills/swarm_expansion/M-149-algorithm-trust-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-149_Algorithm_Trust_Engine,skill,skills/swarm_expansion/M-149-algorithm-trust-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-150-platform-dominance-engine,skill,skills/swarm_expansion/M-150-platform-dominance-engine.py,platform,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-150_Platform_Dominance_Engine,skill,skills/swarm_expansion/M-150-platform-dominance-engine.skill.md,platform;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-061-micro-skill-army-router,skill,skills/system_intelligence/M-061-micro-skill-army-router.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-061_Micro_Skill_Army_Router,skill,skills/system_intelligence/M-061-micro-skill-army-router.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-062-skill-loader-protocol,skill,skills/system_intelligence/M-062-skill-loader-protocol.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-062_Skill_Loader_Protocol,skill,skills/system_intelligence/M-062-skill-loader-protocol.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-063-skill-dependency-resolver,skill,skills/system_intelligence/M-063-skill-dependency-resolver.py,UNKNOWN,false,false,true,true,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-063_Skill_Dependency_Resolver,skill,skills/system_intelligence/M-063-skill-dependency-resolver.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-064-skill-priority-engine,skill,skills/system_intelligence/M-064-skill-priority-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-064_Skill_Priority_Engine,skill,skills/system_intelligence/M-064-skill-priority-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-065-task-queue-manager,skill,skills/system_intelligence/M-065-task-queue-manager.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-065_Task_Queue_Manager,skill,skills/system_intelligence/M-065-task-queue-manager.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-066-resource-allocator,skill,skills/system_intelligence/M-066-resource-allocator.py,trend_research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-066_Resource_Allocator,skill,skills/system_intelligence/M-066-resource-allocator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-067-performance-monitor,skill,skills/system_intelligence/M-067-performance-monitor.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-067_Performance_Monitor,skill,skills/system_intelligence/M-067-performance-monitor.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-068-failure-detector,skill,skills/system_intelligence/M-068-failure-detector.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-068_Failure_Detector,skill,skills/system_intelligence/M-068-failure-detector.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-069-recovery-engine,skill,skills/system_intelligence/M-069-recovery-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-069_Recovery_Engine,skill,skills/system_intelligence/M-069-recovery-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-070-adaptive-re-router,skill,skills/system_intelligence/M-070-adaptive-re-router.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-070_Adaptive_Re_Router,skill,skills/system_intelligence/M-070-adaptive-re-router.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-071-intelligence-memory-system,skill,skills/system_intelligence/M-071-intelligence-memory-system.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-071_Intelligence_Memory_System,skill,skills/system_intelligence/M-071-intelligence-memory-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-072-pattern-recognition-engine,skill,skills/system_intelligence/M-072-pattern-recognition-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-072_Pattern_Recognition_Engine,skill,skills/system_intelligence/M-072-pattern-recognition-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-073-trend-prediction-engine,skill,skills/system_intelligence/M-073-trend-prediction-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-073_Trend_Prediction_Engine,skill,skills/system_intelligence/M-073-trend-prediction-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-074-viral-opportunity-scanner,skill,skills/system_intelligence/M-074-viral-opportunity-scanner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-074_Viral_Opportunity_Scanner,skill,skills/system_intelligence/M-074-viral-opportunity-scanner.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-075-content-replication-engine,skill,skills/system_intelligence/M-075-content-replication-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-075_Content_Replication_Engine,skill,skills/system_intelligence/M-075-content-replication-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-076-multi-channel-expansion-engine,skill,skills/system_intelligence/M-076-multi-channel-expansion-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-076_Multi_Channel_Expansion_Engine,skill,skills/system_intelligence/M-076-multi-channel-expansion-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-077-language-localization-engine,skill,skills/system_intelligence/M-077-language-localization-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-077_Language_Localization_Engine,skill,skills/system_intelligence/M-077-language-localization-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-078-cultural-adaptation-engine,skill,skills/system_intelligence/M-078-cultural-adaptation-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-078_Cultural_Adaptation_Engine,skill,skills/system_intelligence/M-078-cultural-adaptation-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-079-platform-format-engine,skill,skills/system_intelligence/M-079-platform-format-engine.py,platform,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-079_Platform_Format_Engine,skill,skills/system_intelligence/M-079-platform-format-engine.skill.md,platform;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-080-shorts-generator,skill,skills/system_intelligence/M-080-shorts-generator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-080_Shorts_Generator,skill,skills/system_intelligence/M-080-shorts-generator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-081-clip-extraction-engine,skill,skills/system_intelligence/M-081-clip-extraction-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-081_Clip_Extraction_Engine,skill,skills/system_intelligence/M-081-clip-extraction-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-082-viral-clip-optimizer,skill,skills/system_intelligence/M-082-viral-clip-optimizer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-082_Viral_Clip_Optimizer,skill,skills/system_intelligence/M-082-viral-clip-optimizer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-083-social-media-distributor,skill,skills/system_intelligence/M-083-social-media-distributor.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-083_Social_Media_Distributor,skill,skills/system_intelligence/M-083-social-media-distributor.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-084-cross-platform-analytics,skill,skills/system_intelligence/M-084-cross-platform-analytics.py,analytics;platform,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-084_Cross_Platform_Analytics,skill,skills/system_intelligence/M-084-cross-platform-analytics.skill.md,analytics;platform;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-085-ai-avatar-director,skill,skills/system_intelligence/M-085-ai-avatar-director.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-085_Ai_Avatar_Director,skill,skills/system_intelligence/M-085-ai-avatar-director.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-086-cinematic-shot-planner,skill,skills/system_intelligence/M-086-cinematic-shot-planner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-086_Cinematic_Shot_Planner,skill,skills/system_intelligence/M-086-cinematic-shot-planner.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-087-lighting-designer,skill,skills/system_intelligence/M-087-lighting-designer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-087_Lighting_Designer,skill,skills/system_intelligence/M-087-lighting-designer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-088-scene-composition-engine,skill,skills/system_intelligence/M-088-scene-composition-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-088_Scene_Composition_Engine,skill,skills/system_intelligence/M-088-scene-composition-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-089-motion-director,skill,skills/system_intelligence/M-089-motion-director.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-089_Motion_Director,skill,skills/system_intelligence/M-089-motion-director.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090,skill,skills/system_intelligence/M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-090_Generic_M_090_Forbidden_In_Runtime_Split_Into_Av_Emo_090_And_Yt_For_090,skill,skills/system_intelligence/M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-001-global-trend-scanner,skill,skills/topic_intelligence/M-001-global-trend-scanner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-001-global-trend-scanner.skill,skill,skills/topic_intelligence/M-001-global-trend-scanner.skill.md,audio;music;platform;research,true,true,true,true,true,true,true,true,true,true,PRODUCTION_GRADE,LOW
M-002-topic-opportunity-miner,skill,skills/topic_intelligence/M-002-topic-opportunity-miner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-002-topic-opportunity-miner.skill,skill,skills/topic_intelligence/M-002-topic-opportunity-miner.skill.md,audio;music;platform;research,true,true,true,true,true,true,true,true,true,true,PRODUCTION_GRADE,LOW
M-003-keyword-intelligence-miner,skill,skills/topic_intelligence/M-003-keyword-intelligence-miner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-003_Keyword_Intelligence_Miner,skill,skills/topic_intelligence/M-003-keyword-intelligence-miner.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-004-audience-demographic-mapper,skill,skills/topic_intelligence/M-004-audience-demographic-mapper.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-004_Audience_Demographic_Mapper,skill,skills/topic_intelligence/M-004-audience-demographic-mapper.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-006-viral-pattern-detector,skill,skills/topic_intelligence/M-006-viral-pattern-detector.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-006_Viral_Pattern_Detector,skill,skills/topic_intelligence/M-006-viral-pattern-detector.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-007-algorithm-signal-monitor,skill,skills/topic_intelligence/M-007-algorithm-signal-monitor.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-007_Algorithm_Signal_Monitor,skill,skills/topic_intelligence/M-007-algorithm-signal-monitor.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-008-topic-viability-scorer,skill,skills/topic_intelligence/M-008-topic-viability-scorer.py,UNKNOWN,false,false,true,false,false,true,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-008_Topic_Viability_Scorer,skill,skills/topic_intelligence/M-008-topic-viability-scorer.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-012-audience-interest-predictor,skill,skills/topic_intelligence/M-012-audience-interest-predictor.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-012_Audience_Interest_Predictor,skill,skills/topic_intelligence/M-012-audience-interest-predictor.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-013-search-demand-forecaster,skill,skills/topic_intelligence/M-013-search-demand-forecaster.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-013_Search_Demand_Forecaster,skill,skills/topic_intelligence/M-013-search-demand-forecaster.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-014-comment-sentiment-analyzer,skill,skills/topic_intelligence/M-014-comment-sentiment-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-014_Comment_Sentiment_Analyzer,skill,skills/topic_intelligence/M-014-comment-sentiment-analyzer.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-015-cultural-context-analyzer,skill,skills/topic_intelligence/M-015-cultural-context-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-015_Cultural_Context_Analyzer,skill,skills/topic_intelligence/M-015-cultural-context-analyzer.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-016-content-gap-finder,skill,skills/topic_intelligence/M-016-content-gap-finder.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-016_Content_Gap_Finder,skill,skills/topic_intelligence/M-016-content-gap-finder.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-018-trend-lifecycle-predictor,skill,skills/topic_intelligence/M-018-trend-lifecycle-predictor.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-018_Trend_Lifecycle_Predictor,skill,skills/topic_intelligence/M-018-trend-lifecycle-predictor.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-019-audience-pain-point-miner,skill,skills/topic_intelligence/M-019-audience-pain-point-miner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-019_Audience_Pain_Point_Miner,skill,skills/topic_intelligence/M-019-audience-pain-point-miner.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-023-trend-risk-evaluator,skill,skills/topic_intelligence/M-023-trend-risk-evaluator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-023-trend-risk-evaluator.skill,skill,skills/topic_intelligence/M-023-trend-risk-evaluator.skill.md,research,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-024-topic-finalization-engine,skill,skills/topic_intelligence/M-024-topic-finalization-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-024-topic-finalization-engine.skill,skill,skills/topic_intelligence/M-024-topic-finalization-engine.skill.md,research,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
README,subskill,subskills/README.md,trend_research,false,false,false,false,false,false,false,false,false,false,ORPHANED,MEDIUM
